Document	Subdoc	WordId	WordForm	ChangedAttrib	NewValue	OldValue	Relevant
0085-002	753-754	2	τοι	relation	AuxY	AuxZ	
0085-002	757-758	11	καὶ	postag	b--------	c--------	
0085-002	782-783	2	δ’	postag	d--------	g--------	
0085-002	782-783	2	δ’	relation	AuxY	COORD	
0085-002	782-783	2	δ’	head	10	0	
0085-002	782-783	4	παῖς	postag	n-s---cn-	n-s---mn-	
0085-002	782-783	4	παῖς	relation	APOS	ATR	
0085-002	782-783	10	κοὐ	lemma	καί	οὐ	
0085-002	782-783	10	κοὐ	postag	b--------	d--------	
0085-002	782-783	10	κοὐ	head	0	2	
0085-002	773	2	δὲ	postag	d--------	g--------	
0085-002	773	2	δὲ	relation	AuxY	COORD	
0085-002	773	2	δὲ	head	5	0	
0085-002	773	3	παῖς	postag	n-s---cn-	n-s---mn-	
0085-002	773	4	τέταρτος	relation	ADV	ATV	
0085-002	773	5	ηὔθυνε	relation	PRED	PRED_CO	
0085-002	773	5	ηὔθυνε	head	0	2	
0085-002	770-771	2	δὲ	postag	d--------	g--------	
0085-002	770-771	4	καὶ	postag	b--------	c--------	
0085-002	770-771	6	ἐκτήσατο	postag	v3saim---	v3sai----	
0085-002	770-771	9	τε	postag	b--------	g--------	
0085-002	770-771	14	[0]	lemma	_	/	
0085-002	765	2	γὰρ	postag	d--------	g--------	
0085-002	766	1	ἄλλος	postag	p-s---mn-	a-s---mn-	
0085-002	766	2	δ’	postag	d--------	g--------	
0085-002	766	2	δ’	relation	AuxY	COORD	
0085-002	766	2	δ’	head	7	0	
0085-002	766	3	ἐκείνου	postag	p-s---mg-	a-s---mg-	
0085-002	766	4	παῖς	postag	n-s---cn-	n-s---mn-	
0085-002	766	7	ἤνυσεν	relation	PRED	PRED_CO	
0085-002	766	7	ἤνυσεν	head	0	2	
0085-002	778	1	[ἕκτος	relation	ADV	ATV	
0085-002	778	2	δὲ	postag	d--------	g--------	
0085-002	778	2	δὲ	head	9	6	
0085-002	778	4	,	head	9	6	
0085-002	778	5	ἕβδομος	relation	ADV	ATV	
0085-002	778	6	δ’	postag	b--------	g--------	
0085-002	778	6	δ’	relation	AuxY	COORD	
0085-002	778	6	δ’	head	9	0	
0085-002	778	9	[0]	lemma	_	/	
0085-002	778	9	[0]	relation	PRED	PRED_CO	
0085-002	778	9	[0]	head	0	6	
0085-002	784-786	2	γὰρ	postag	d--------	g--------	
0085-002	784-786	11	ἡμεῖς	postag	p1p---cn-	p-p---mn-	
0085-002	784-786	19	ἂν	postag	d--------	g--------	
0085-002	767	2	γὰρ	postag	d--------	g--------	
0085-002	767	3	αὐτοῦ	postag	p-s---mg-	a-s---mg-	
0085-002	774-775	1	πέμπτος	relation	ADV	ATV	
0085-002	774-775	2	δὲ	postag	d--------	g--------	
0085-002	774-775	2	δὲ	relation	AuxY	COORD	
0085-002	774-775	2	δὲ	head	4	0	
0085-002	774-775	3	Μάρδος	relation	SBJ	SBJ_AP	
0085-002	774-775	3	Μάρδος	head	4	5	
0085-002	774-775	4	ἦρξεν	relation	PRED	PRED_CO	
0085-002	774-775	4	ἦρξεν	head	0	2	
0085-002	774-775	5	,	relation	AuxX	APOS	
0085-002	774-775	5	,	head	0	4	
0085-002	774-775	6	αἰσχύνη	relation	APOS	SBJ_AP	
0085-002	774-775	6	αἰσχύνη	head	3	5	
0085-002	774-775	9	τ’	postag	b--------	g--------	
0085-002	772	2	γὰρ	postag	d--------	g--------	
0085-002	759-764	1	τοιγάρ	postag	d--------	g--------	
0085-002	759-764	1	τοιγάρ	head	4	5	
0085-002	759-764	2	σφιν	postag	p3p---cd-	p-p---md-	
0085-002	759-764	2	σφιν	head	4	5	
0085-002	759-764	3	ἔργον	head	4	5	
0085-002	759-764	4	ἐστὶν	relation	PRED	AuxV	
0085-002	759-764	4	ἐστὶν	head	0	5	
0085-002	759-764	5	ἐξειργασμένον	relation	PNOM	PRED	
0085-002	759-764	5	ἐξειργασμένον	head	4	0	
0085-002	759-764	6	μέγιστον	postag	a-s---nas	a-s---na-	
0085-002	759-764	10	οἷον	postag	p-s---nn-	a-s---nn-	
0085-002	759-764	20	τιμὴν	relation	OBJ	OBJ_AP	
0085-002	759-764	20	τιμὴν	head	24	25	
0085-002	759-764	21	Ζεὺς	lemma	Ζεύς	ζεύς	
0085-002	759-764	25	,	relation	AuxX	APOS	
0085-002	759-764	25	,	head	0	24	
0085-002	759-764	26	ἕν’	postag	m-s---ma-	n-s---ma-	
0085-002	759-764	31	ταγεῖν	relation	APOS	OBJ_AP	
0085-002	759-764	31	ταγεῖν	head	20	25	
0085-002	775-777	2	δὲ	postag	d--------	g--------	
0085-002	775-777	2	δὲ	relation	AuxY	COORD	
0085-002	775-777	2	δὲ	head	6	0	
0085-002	775-777	6	ἔκτεινεν	relation	PRED	PRED_CO	
0085-002	775-777	6	ἔκτεινεν	head	0	2	
0085-002	768-769	1	τρίτος	relation	ADV	ATV	
0085-002	768-769	2	δ’	postag	d--------	g--------	
0085-002	768-769	2	δ’	relation	AuxY	COORD	
0085-002	768-769	2	δ’	head	11	0	
0085-002	768-769	4	αὐτοῦ	postag	p-s---mg-	a-s---mg-	
0085-002	768-769	5	Κῦρος	lemma	Κῦρος	κῦρος	
0085-002	768-769	5	Κῦρος	relation	SBJ	SBJ_AP	
0085-002	768-769	5	Κῦρος	head	11	6	
0085-002	768-769	6	,	relation	AuxX	APOS	
0085-002	768-769	6	,	head	0	11	
0085-002	768-769	8	ἀνήρ	relation	APOS	SBJ_AP	
0085-002	768-769	8	ἀνήρ	head	5	6	
0085-002	768-769	9	,	head	5	6	
0085-002	768-769	11	ἔθηκε	relation	PRED	PRED_CO	
0085-002	768-769	11	ἔθηκε	head	0	2	
0085-002	795	3	τοι	postag	d--------	g--------	
0085-002	796-797	2	οὐ	postag	d--------	g--------	
0085-002	796-797	3	δ’	postag	b--------	g--------	
0085-002	796-797	3	δ’	relation	AuxY	AuxZ	
0085-002	792	1	αὐτὴ	postag	p-s---fn-	a-s---fn-	
0085-002	792	1	αὐτὴ	relation	ADV	ATV	
0085-002	792	2	γὰρ	postag	d--------	g--------	
0085-002	792	6	κείνοις	lemma	ἐκεῖνος	κεῖνος	
0085-002	792	6	κείνοις	postag	p-p---md-	a-p---md-	
0085-002	790-791	2	μὴ	postag	d--------	c--------	
0085-002	790-791	9	μη	postag	d--------	g--------	
0085-002	790-791	10	δ’	postag	b--------	g--------	
0085-002	790-791	10	δ’	relation	AuxY	AuxZ	
0085-002	790-791	12	στράτευμα	head	18	17	
0085-002	790-791	13	πλεῖον	lemma	πολύς	πλείων	
0085-002	790-791	13	πλεῖον	head	18	17	
0085-002	790-791	17	[0]	lemma	_	/	
0085-002	794	5	ἄγαν	relation	ADV	AuxZ	
0085-002	794	7	[0]	lemma	_	/	
0085-002	798-799	2	γὰρ	postag	d--------	g--------	
0085-002	798-799	10	Εὐρώπης	lemma	Εὐρώπη	εὐρώπη	
0085-002	788-789	2	ἂν	postag	d--------	g--------	
0085-002	788-789	4	τούτων	postag	p-p---ng-	a-p---ng-	
0085-002	788-789	8	ἄριστα	lemma	ἀγαθός	ἄριστος	
0085-002	793	2	τοῦτ’	postag	p-s---na-	a-s---na-	
0085-002	793	5	τίνι	postag	p-s---cd-	p-s---md-	
0085-002	793	7	δὲ	postag	b--------	g--------	
0085-002	798	2	εἶπας	lemma	λέγω	εἶπον	
0085-002	787-788	2	οὖν	postag	d--------	g--------	
0085-002	787-788	2	οὖν	relation	AuxY	AuxZ	
0085-002	787-788	12	[0]	lemma	_	/	
0085-002	827-828	1	Ζεύς	lemma	Ζεύς	ζεύς	
0085-002	827-828	1	Ζεύς	relation	SBJ	SBJ_AP	
0085-002	827-828	1	Ζεύς	head	8	9	
0085-002	827-828	2	τοι	postag	d--------	g--------	
0085-002	827-828	6	ἄγαν	relation	ADV	AuxZ	
0085-002	827-828	9	,	relation	AuxX	APOS	
0085-002	827-828	9	,	head	0	8	
0085-002	827-828	10	εὔθυνος	relation	APOS	SBJ_AP	
0085-002	827-828	10	εὔθυνος	head	1	9	
0085-002	837	2	αὐτὸν	postag	p-s---ma-	a-s---ma-	
0085-002	837	4	σὺ	postag	p2s---cn-	p-s----n-	
0085-002	837	4	σὺ	relation	SBJ	ExD	
0085-002	811-812	2	δ’	postag	d--------	g--------	
0085-002	811-812	6	θ’	postag	b--------	g--------	
0085-002	811-812	8	πρόρριζα	relation	ADV	ATV	
0085-002	811-812	13	[0]	lemma	_	/	
0085-002	839	1	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-002	839	2	δ’	postag	d--------	g--------	
0085-002	839	2	δ’	relation	AuxY	COORD	
0085-002	839	2	δ’	head	3	0	
0085-002	839	3	ἄπειμι	lemma	ἀπέρχομαι	ἄπειμι	
0085-002	839	3	ἄπειμι	relation	PRED	PRED_CO	
0085-002	839	3	ἄπειμι	head	0	2	
0085-002	805-806	1	μίμνουσι	relation	PRED	PRED_CO	
0085-002	805-806	1	μίμνουσι	head	0	2	
0085-002	805-806	2	δ’	postag	d--------	g--------	
0085-002	805-806	2	δ’	relation	AuxY	COORD	
0085-002	805-806	2	δ’	head	1	0	
0085-002	805-806	5	Ἀσωπὸς	relation	SBJ	SBJ_AP	
0085-002	805-806	5	Ἀσωπὸς	head	7	8	
0085-002	805-806	8	,	relation	AuxX	APOS	
0085-002	805-806	8	,	head	0	7	
0085-002	805-806	10	πίασμα	relation	APOS	SBJ_AP	
0085-002	805-806	10	πίασμα	head	5	8	
0085-002	805-806	11	Βοιωτῶν	lemma	Βοιωτός	βοιωτός	
0085-002	838	2	γάρ	postag	d--------	g--------	
0085-002	838	4	οἶδα	relation	ExD	PRED_PA	
0085-002	838	6	σοῦ	postag	p2s---cg-	p-s---fg-	
0085-002	809-810	10	οὐ	postag	d--------	g--------	
0085-002	809-810	11	δὲ	postag	b--------	g--------	
0085-002	807-808	2	σφιν	postag	p3p---cd-	p-p---md-	
0085-002	807-808	4	ὕψιστ’	relation	SBJ	SBJ_AP	
0085-002	807-808	4	ὕψιστ’	head	5	7	
0085-002	807-808	7	,	relation	AuxX	APOS	
0085-002	807-808	7	,	head	0	5	
0085-002	807-808	8	ὕβρεως	relation	ATR_CO	ATR	
0085-002	807-808	9	ἄποινα	relation	APOS	SBJ_AP	
0085-002	807-808	9	ἄποινα	head	4	7	
0085-002	807-808	10	κἀθέων	lemma	καί	ἄθεος	
0085-002	807-808	10	κἀθέων	postag	b--------	a-p---ng-	
0085-002	807-808	11	φρονημάτων	relation	ATR_CO	ATR	
0085-002	834-836	2	γὰρ	postag	d--------	g--------	
0085-002	800-802	2	γε	postag	d--------	g--------	
0085-002	800-802	18	[0]	lemma	_	/	
0085-002	829-831	2	ταῦτ’	postag	p-p---na-	a-p---na-	
0085-002	829-831	3	ἐκεῖνον	postag	p-s---ma-	a-s---ma-	
0085-002	829-831	13	θεοβλαβοῦνθ’	relation	ADV	AtvV	
0085-002	818-820	3	δὲ	postag	b--------	g--------	
0085-002	818-820	3	δὲ	relation	AuxY	COORD	
0085-002	818-820	3	δὲ	head	8	0	
0085-002	818-820	4	καὶ	postag	d--------	c--------	
0085-002	818-820	8	σημανοῦσιν	relation	PRED	PRED_CO	
0085-002	818-820	8	σημανοῦσιν	head	0	3	
0085-002	802	2	γὰρ	postag	d--------	g--------	
0085-002	802	4	τὰ	postag	l-p---na-	p-p---na-	
0085-002	802	5	μέν	postag	d--------	g--------	
0085-002	802	7	τὰ	postag	l-p---na-	p-p---na-	
0085-002	802	8	δ’	postag	b--------	g--------	
0085-002	832-834	1	σὺ	postag	p2s---cn-	p-s----n-	
0085-002	832-834	1	σὺ	relation	SBJ	ExD_AP	
0085-002	832-834	1	σὺ	head	18	3	
0085-002	832-834	2	δ’	postag	d--------	g--------	
0085-002	832-834	2	δ’	relation	AuxY	COORD	
0085-002	832-834	2	δ’	head	18	0	
0085-002	832-834	3	,	relation	AuxX	APOS	
0085-002	832-834	3	,	head	0	18	
0085-002	832-834	6	μῆτερ	relation	APOS	ExD_AP	
0085-002	832-834	6	μῆτερ	head	1	3	
0085-002	832-834	8	Ξέρξου	lemma	Ξέρξης	ξέρξης	
0085-002	832-834	10	,	head	1	3	
0085-002	832-834	18	ὑπαντίαζε	relation	PRED	PRED_CO	
0085-002	832-834	18	ὑπαντίαζε	head	0	2	
0085-002	832-834	19	παιδί	postag	n-s---cd-	n-s---md-	
0085-002	832-834	21	[0]	lemma	_	/	
0085-002	816-817	2	γὰρ	postag	d--------	g--------	
0085-002	816-817	3	ἔσται	postag	v3sfim---	v3sfi----	
0085-002	816-817	9	Δωρίδος	lemma	Δωρίς	δωρίς	
0085-002	816-817	11	ὕπο	relation	AuxP	ATR	
0085-002	823-826	1	τοιαῦθ’	postag	p-p---na-	a-p---na-	
0085-002	823-826	5	μέμνησθ’	lemma	μιμνῄσκω	μιμνήσκω	
0085-002	823-826	7	Ἑλλάδος	lemma	Ἑλλάς	ʽἑλλάς	
0085-002	823-826	8	τε	postag	b--------	g--------	
0085-002	823-826	10	μη	postag	d--------	g--------	
0085-002	823-826	11	δέ	postag	b--------	g--------	
0085-002	823-826	12	τις	postag	p-s---cn-	p-s---mn-	
0085-002	823-826	17	ἄλλων	postag	p-p---mg-	a-p---mg-	
0085-002	813-815	1	τοιγὰρ	postag	d--------	g--------	
0085-002	813-815	5	ἐλάσσονα	lemma	ἐλαχύς	ἐλάσσων	
0085-002	813-815	8	τὰ	postag	l-p---na-	p-p---na-	
0085-002	813-815	9	δὲ	postag	b--------	g--------	
0085-002	813-815	12	κοὐδέπω	lemma	καί	οὐδέπω	
0085-002	813-815	12	κοὐδέπω	postag	b--------	d--------	
0085-002	813-815	16	ἀλλ’	postag	b--------	d--------	
0085-002	813-815	20	[0]	lemma	_	/	
0085-002	821-822	2	γὰρ	postag	d--------	g--------	
0085-002	840-842	1	ὑμεῖς	postag	p2p---cn-	p-p----n-	
0085-002	840-842	1	ὑμεῖς	relation	ExD	ExD_AP	
0085-002	840-842	1	ὑμεῖς	head	6	3	
0085-002	840-842	2	δέ	postag	d--------	g--------	
0085-002	840-842	2	δέ	relation	AuxY	COORD	
0085-002	840-842	2	δέ	head	6	0	
0085-002	840-842	3	,	relation	AuxX	APOS	
0085-002	840-842	3	,	head	0	6	
0085-002	840-842	4	πρέσβεις	relation	APOS	ExD_AP	
0085-002	840-842	4	πρέσβεις	head	1	3	
0085-002	840-842	6	χαίρετ’	relation	PRED	PRED_CO	
0085-002	840-842	6	χαίρετ’	head	0	2	
0085-002	840-842	10	ὅμως	postag	d--------	c--------	
0085-002	840-842	10	ὅμως	relation	AuxY	ADV	
0085-002	840-842	16	,	relation	AuxX	AuxP	
0085-002	840-842	19	θανοῦσι	lemma	θνῄσκω	θνήσκω	
0085-002	840-842	21	οὐδὲν	postag	p-s---na-	a-s---na-	
0085-002	840-842	21	οὐδὲν	relation	ADV	AuxZ	
0085-002	849-850	2	εἶμι	lemma	ἔρχομαι	εἶμι	
0085-002	849-850	4	καὶ	postag	b--------	c--------	
0085-002	849-850	10	παιδί	postag	n-s---cd-	n-s---md-	
0085-002	849-850	11	μου	postag	p1s---cg-	p-s---mg-	
0085-002	843-844	3	καὶ	postag	b--------	c--------	
0085-002	843-844	5	καὶ	postag	b--------	c--------	
0085-002	851	2	γὰρ	postag	d--------	g--------	
0085-002	851	4	φίλτατ’	lemma	φίλος	φίλτατος	
0085-002	851	4	φίλτατ’	postag	a-p---nas	a-p---na-	
0085-002	845-848	5	με	postag	p1s---ca-	p-s---ma-	
0085-002	845-848	10	,	relation	AuxX	AuxY	
0085-002	845-848	11	μάλιστα	lemma	μάλα	μάλιστα	
0085-002	845-848	11	μάλιστα	postag	d-------s	d--------	
0085-002	845-848	11	μάλιστα	relation	ADV	AuxZ	
0085-002	845-848	12	δ’	postag	b--------	g--------	
0085-002	845-848	18	γε	postag	d--------	g--------	
0085-002	845-848	19	παιδὸς	postag	n-s---cg-	n-s---mg-	
0085-002		20	εὖ	relation	ADV	OBJ	
0085-002	871-877	2	τ’	postag	b--------	g--------	
0085-002	871-877	3	ἔκτοθεν	head	12	13	
0085-002	871-877	8	πέρι	relation	AuxP	AuxZ	
0085-002	871-877	12	ἄιον	lemma	ἀΐω	ἀίω	
0085-002	871-877	15	τ’	postag	b--------	g--------	
0085-002	871-877	17	πόρον	head	16	29	
0085-002	871-877	22	τε	postag	b--------	g--------	
0085-002	871-877	23	Προποντίς	lemma	Προποντίς	προποντίς	
0085-002	871-877	25	καὶ	postag	b--------	c--------	
0085-002	871-877	27	πόντου	form	πόντου	Πόντου	
0085-002	871-877	29	[0]	lemma	_	/	
0085-002		3	αἳ	head	32	31	
0085-002		4	κατὰ	head	32	1	
0085-002		7	περίκλυστοι	relation	PNOM	ATR	
0085-002		7	περίκλυστοι	head	32	3	
0085-002		10	προσήμεναι	relation	ADV	PNOM	
0085-002		10	προσήμεναι	head	32	31	
0085-002		11	οἵα	relation	AuxY	PNOM	
0085-002		11	οἵα	head	26	31	
0085-002		12	Λέσβος	relation	APOS_CO	SBJ	
0085-002		12	Λέσβος	head	14	31	
0085-002		14	τε	postag	c--------	b--------	
0085-002		14	τε	relation	COORD	AuxY	
0085-002		15	Σάμος	relation	APOS_CO	SBJ	
0085-002		15	Σάμος	head	14	31	
0085-002		16	,	head	0	26	
0085-002		17	Χίος	relation	APOS_CO	SBJ	
0085-002		17	Χίος	head	18	31	
0085-002		18	ἠδὲ	relation	COORD	AuxY	
0085-002		19	Πάρος	relation	APOS_CO	SBJ	
0085-002		19	Πάρος	head	18	31	
0085-002		20	,	head	0	26	
0085-002		21	Νάξος	relation	APOS_CO	SBJ	
0085-002		21	Νάξος	head	26	31	
0085-002		22	,	head	0	26	
0085-002		23	Μύκονος	relation	APOS_CO	SBJ	
0085-002		23	Μύκονος	head	26	31	
0085-002		24	,	head	0	26	
0085-002		26	τε	postag	c--------	b--------	
0085-002		26	τε	relation	COORD	AuxY	
0085-002		28	Ἀνδρος	relation	APOS_CO	SBJ	
0085-002		28	Ἀνδρος	head	26	31	
0085-002		29	ἀγχιγείτων	relation	ATR	SBJ	
0085-002		29	ἀγχιγείτων	head	28	31	
0085-002	887-896	1	καὶ	postag	d--------	c--------	
0085-002	887-896	1	καὶ	relation	AuxY	COORD	
0085-002	887-896	1	καὶ	head	4	0	
0085-002	887-896	4	ἐκράτυνε	relation	PRED	PRED_CO	
0085-002	887-896	4	ἐκράτυνε	head	0	1	
0085-002	887-896	5	μεσάκτους	relation	OBJ	OBJ_AP	
0085-002	887-896	5	μεσάκτους	head	4	6	
0085-002	887-896	6	,	relation	AuxX	APOS	
0085-002	887-896	6	,	head	0	4	
0085-002	887-896	7	Λῆμνον	lemma	Λῆμνος	λῆμνος	
0085-002	887-896	7	Λῆμνον	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	10	θ’	postag	b--------	g--------	
0085-002	887-896	11	ἕδος	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	13	καὶ	postag	b--------	c--------	
0085-002	887-896	14	Ῥόδον	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	15	ἠδὲ	postag	b--------	c--------	
0085-002	887-896	16	Κνίδον	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	18	τε	postag	b--------	g--------	
0085-002	887-896	18	τε	head	5	6	
0085-002	887-896	19	πόλεις	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	19	πόλεις	head	18	20	
0085-002	887-896	20	,	relation	AuxX	APOS	
0085-002	887-896	21	Πάφον	lemma	Πάφος	πάφος	
0085-002	887-896	21	Πάφον	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	23	ἠδὲ	postag	b--------	c--------	
0085-002	887-896	24	σόλους	form	σόλους	Σόλους	
0085-002	887-896	24	σόλους	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	26	Σαλαμῖνά	relation	APOS_CO	OBJ_AP_CO	
0085-002	887-896	27	τε	postag	b--------	g--------	
0085-002	887-896	27	τε	head	19	20	
0085-002	887-896	29	τᾶς	postag	l-s---fg-	p-s---fg-	
0085-002	887-896	36	[0]	lemma	_	/	
0085-002	901-903	2	δὲ	postag	d--------	g--------	
0085-002	901-903	2	δὲ	relation	AuxY	COORD	
0085-002	901-903	2	δὲ	head	3	0	
0085-002	901-903	3	παρῆν	relation	PRED	PRED_CO	
0085-002	901-903	3	παρῆν	head	0	2	
0085-002	901-903	8	τ’	postag	b--------	g--------	
0085-002	897-900	1	καὶ	postag	d--------	c--------	
0085-002	897-900	1	καὶ	relation	AuxY	COORD	
0085-002	897-900	1	καὶ	head	9	0	
0085-002	897-900	6	Ἰαόνιον	lemma	Ἰαόνιος	̓ἰαόνιος	
0085-002	897-900	8	Ἑλλάνων	lemma	Ἕλλην	῞ἕλλην	
0085-002	897-900	9	ἐκράτει	relation	PRED	PRED_CO	
0085-002	897-900	9	ἐκράτει	head	0	1	
0085-002	904-908	2	δ’	postag	d--------	g--------	
0085-002	904-908	2	δ’	relation	AuxY	COORD	
0085-002	904-908	2	δ’	head	8	0	
0085-002	904-908	4	ἀμφιλόγως	relation	ADV	AuxZ	
0085-002	904-908	7	αὖ	relation	ADV	AuxY	
0085-002	904-908	8	φέρομεν	relation	PRED	PRED_CO	
0085-002	904-908	8	φέρομεν	head	0	2	
0085-002	904-908	11	μεγάλως	lemma	μέγας	μεγάλως	
0085-002	929-931	2	δὲ	postag	d--------	g--------	
0085-002	929-931	2	δὲ	relation	AuxY	COORD	
0085-002	929-931	2	δὲ	head	12	0	
0085-002	929-931	6	γαίας	lemma	γῆ	γαῖα	
0085-002	929-931	6	γαίας	postag	n-s---fg-	n-p---fa-	
0085-002	929-931	8	αἰνῶς	relation	ADV	AuxY	
0085-002	929-931	8	αἰνῶς	head	12	9	
0085-002	929-931	12	κέκλιται	relation	PRED	PRED_CO	
0085-002	929-931	12	κέκλιται	head	0	2	
0085-002	924-927	1	ᾁδοβάται	relation	ADV	ATV	
0085-002	924-927	2	γὰρ	postag	d--------	g--------	
0085-002	924-927	4	φῶτες	relation	SBJ	SBJ_AP	
0085-002	924-927	4	φῶτες	head	17	10	
0085-002	924-927	5	,	head	4	10	
0085-002	924-927	7	ἄνθος	relation	APOS	SBJ_AP	
0085-002	924-927	7	ἄνθος	head	4	10	
0085-002	924-927	8	,	head	4	10	
0085-002	924-927	10	,	relation	AuxX	APOS	
0085-002	924-927	10	,	head	0	17	
0085-002	924-927	11	πάνυ	relation	ADV	AuxZ	
0085-002	924-927	13	τις	postag	p-s---cn-	p-s---fn-	
0085-002	924-927	14	μυριὰς	relation	APOS	SBJ_AP	
0085-002	924-927	14	μυριὰς	head	4	10	
0085-002	928	1	αἰαῖ	relation	ExD	AuxY	
0085-002	928	1	αἰαῖ	head	6	2	
0085-002	928	6	[0]	lemma	_	/	
0085-002	915-917	1	εἴθ’	lemma	εἴθε	εἴτε	
0085-002	915-917	1	εἴθ’	postag	d--------	c--------	
0085-002	915-917	1	εἴθ’	relation	AuxY	AuxZ	
0085-002	915-917	4	Ζεῦ	lemma	Ζεύς	ζεύς	
0085-002	915-917	6	κἀμὲ	postag	p1s---ca-	p-s---ma-	
0085-002	915-917	12	κατὰ	relation	AuxP	AuxZ	
0085-002	922-924	2	δ’	postag	d--------	g--------	
0085-002	922-924	2	δ’	relation	AuxY	COORD	
0085-002	922-924	2	δ’	head	3	0	
0085-002	922-924	3	αἰάζει	relation	PRED	PRED_CO	
0085-002	922-924	3	αἰάζει	head	0	2	
0085-002	922-924	9	ἅιδου	form	ἅιδου	Ἅιδου	
0085-002	922-924	9	ἅιδου	lemma	ᾍδης	῞ᾅδης	
0085-002	909-912	4	ἐγὼ	postag	p1s---cn-	p-s---mn-	
0085-002	913-914	2	γὰρ	postag	d--------	g--------	
0085-002	913-914	3	ἐμοὶ	postag	p1s---cd-	p-s---md-	
0085-002	918-921	5	στρατιᾶς	lemma	στρατιά	στρατία	
0085-002	918-921	7	καὶ	postag	b--------	c--------	
0085-002	918-921	13	τ’	postag	b--------	g--------	
0085-002	918-921	21	[0]	lemma	_	/	
0085-002	932-934	2	ἐγώ	postag	p1s---cn-	p-s---mn-	
0085-002	932-934	10	τε	postag	b--------	g--------	
0085-002	932-934	13	ἄρ’	postag	d--------	g--------	
0085-002	935-940	2	σοι	postag	p2s---cd-	p-s---md-	
0085-002	935-940	6	βοάν	relation	OBJ	OBJ_AP	
0085-002	935-940	6	βοάν	head	13	14	
0085-002	935-940	7	,	head	6	14	
0085-002	935-940	9	ἰὰν	relation	APOS	OBJ_AP	
0085-002	935-940	9	ἰὰν	head	6	14	
0085-002	935-940	10	Μαριανδυνοῦ	lemma	Μαριανδυνός	μαριανδυνός	
0085-002	935-940	12	πέμψω	relation	MWE	AuxY	
0085-002	935-940	14	,	relation	AuxX	APOS	
0085-002	935-940	14	,	head	0	13	
0085-002	935-940	15	πολύδακρυν	postag	a-s---ma-	n-s---ma-	
0085-002	935-940	16	ἰαχάν	relation	APOS	OBJ_AP	
0085-002	935-940	16	ἰαχάν	head	6	14	
0085-002	942-943	2	γὰρ	postag	d--------	g--------	
0085-002	942-943	7	ἐμοί	postag	p1s---cd-	p-s---md-	
0085-002	942-943	9	[0]	lemma	_	/	
0085-002	944-947	2	τοι	postag	d--------	g--------	
0085-002	944-947	3	τὰν	postag	l-s---fa-	p-s---fa-	
0085-002	944-947	8	τε	postag	b--------	g--------	
0085-002	944-947	11	τε	postag	b--------	g--------	
0085-002	941-942	3	[καὶ]	postag	b--------	c--------	
0085-002	948-949	1	κλάγξω	relation	MWE	AuxY	
0085-002	948-949	2	κλάγξω	relation	PRED	PRED_CO	
0085-002	948-949	2	κλάγξω	head	0	3	
0085-002	948-949	3	δὲ	postag	b--------	g--------	
0085-002	948-949	3	δὲ	relation	AuxY	COORD	
0085-002	948-949	3	δὲ	head	2	0	
0085-002	950-954	1	Ἰάνων	lemma	Ἰάν	̓ἰάν	
0085-002	950-954	1	Ἰάνων	relation	MWE	AuxY	
0085-002	950-954	2	γὰρ	postag	d--------	g--------	
0085-002	950-954	5	Ἰάνων	lemma	Ἰάν	̓ἰάν	
0085-002	950-954	7	Ἄρης	lemma	Ἄρης	῎ἄρης	
0085-002	950-954	13	τ’	postag	b--------	g--------	
0085-002	955	3	καὶ	postag	b--------	c--------	
0085-002	955	3	καὶ	relation	COORD	PRED	
0085-002	962-966	1	ὀλοοὺς	relation	ADV	AtvV	
0085-002	967-972	2	σοι	postag	p2s---cd-	p-s----d-	
0085-002	967-972	4	Ἀριόμαρδός	lemma	Ἀριόμαρδος	Ἀριόμαρδός	
0085-002	967-972	5	τ’	postag	b--------	g--------	
0085-002	967-972	5	τ’	relation	AuxY	COORD	
0085-002	967-972	9	δὲ	postag	b--------	g--------	
0085-002	967-972	10	Σευάλκης	relation	SBJ_CO	SBJ	
0085-002	967-972	10	Σευάλκης	head	26	29	
0085-002	967-972	13	ἢ	postag	b--------	c--------	
0085-002	967-972	14	Λίλαιος	relation	SBJ_CO	SBJ	
0085-002	967-972	14	Λίλαιος	head	26	29	
0085-002	967-972	17	Μέμφις	relation	SBJ_CO	SBJ	
0085-002	967-972	17	Μέμφις	head	26	29	
0085-002	967-972	19	Θάρυβις	relation	SBJ_CO	SBJ	
0085-002	967-972	19	Θάρυβις	head	26	29	
0085-002	967-972	21	καὶ	postag	b--------	c--------	
0085-002	967-972	22	Μασίστρας	relation	SBJ_CO	SBJ	
0085-002	967-972	22	Μασίστρας	head	26	29	
0085-002	967-972	24	Ἀρτεμβάρης	lemma	Ἀρτεμβάρας	Ἀρτεμβάρης	
0085-002	967-972	24	Ἀρτεμβάρης	relation	SBJ_CO	SBJ	
